Recency,Frequency,Monetary
172,6,1044.37
408,1,259.09
162,1,110.92
537,6,3358.4
6,1,538.46
10,2,460.68
113,1,85.13000000000001
511,3,855.71
287,2,242.26
8,20,7807.89
53,2,288.96999999999997
606,2,1079.1000000000001
6,26,10057.05
595,1,158.09
76,8,2334.16
3,12,2211.05
36,7,1679.81
216,2,252.52
59,1,428.93
277,1,217.2
11,36,11243.91
23,1,279.77
28,1,468.91
638,1,202.68
567,1,1109.4
397,2,153.52
11,8,1934.3899999999999
351,3,671.4300000000001
21,7,2859.46
462,2,70.74000000000001
49,2,173.16000000000003
392,2,227.87
18,1,186.01
2,3,758.29
103,10,3583.45
6,25,8736.49
11,14,3892.35
4,10,3965.2
31,5,1188.42
177,6,1101.44
619,1,30.1
37,1,921.37
150,5,396.03
161,1,127.1
68,5,1250.63
376,8,1375.39
120,38,7480.4
24,3,682.9100000000001
375,1,95.96
23,6,1268.2
176,1,455.3
592,3,1139.1
49,7,1522.08
677,1,579.6
255,3,478.53
381,5,1496.6
582,3,217.9
46,1,388.58
70,1,199.8
15,5,1771.78
487,1,357.59999999999997
100,9,2727.72
34,2,563.37
52,2,548.02
26,3,1250.06
427,4,1199.31
10,30,14191.74
7,16,3137.96
78,2,88.48
51,1,216.39
35,9,1741.95
60,17,5230.99
336,9,1708.97
27,5,1785.98
183,1,298.48
51,1,112.46000000000001
9,26,2997.28
35,2,195.15
609,1,433.71999999999997
437,4,3147.36
9,47,21373.97
437,1,317.11
395,3,828.5500000000001
32,4,776.851
10,1,336.4
56,4,1942.36
3,4,1293.03
42,17,7852.61
140,8,2437.05
116,4,588.13
103,9,3236.4
74,3,1067.52
456,2,566.9
4,17,5333.08
449,4,2240.9
44,3,1481.4
641,1,596.67
15,8,3285.31
508,13,4335.96
16,2,554.65
395,1,100.35
89,4,1444.58
52,5,797.59
378,6,2265.2
133,3,1065.08
3,29,23494.31
104,12,5345.55
729,1,105.78
191,3,664.0
165,4,803.54
18,3,1055.17
157,5,784.8100000000001
414,1,169.0
203,2,639.5
335,4,1660.35
521,2,553.88
36,5,1259.06
90,5,1405.94
92,2,877.44
8,2,922.53
242,1,560.6700000000001
44,4,748.5
22,1,30.0
189,8,2117.27
43,3,532.49
24,15,2603.69
316,8,1215.95
660,2,283.73
105,1,138.14
50,4,1254.03
167,5,3987.07
471,2,632.94
39,1,301.32
217,1,76.32000000000001
39,4,684.34
296,2,325.2
18,7,2657.13
724,1,45.300000000000004
87,9,6204.32
72,13,6948.2300000000005
80,4,542.04
18,3,3435.76
48,3,1305.6299999999999
52,3,1825.94
23,4,781.28
8,10,4028.69
24,14,2989.7
598,2,318.24
116,2,524.54
546,3,173.95
449,1,55.980000000000004
419,1,90.0
8,9,2993.1
418,1,190.57
119,3,521.03
3,2,239.76
251,4,571.3
27,1,191.04
658,1,37.5
0,24,9978.48
266,4,1131.04
32,13,3881.2200000000003
689,1,246.75
623,1,46.2
17,1,309.65
171,2,696.68
1,4,1529.0
475,2,140.39
264,1,211.5
139,6,3734.6600000000003
200,1,143.1
63,4,1060.56
34,4,916.98
40,9,3887.15
283,2,327.85
416,1,898.87
556,2,420.25
8,12,3472.41
142,4,839.64
11,5,783.96
555,5,658.02
145,11,2485.26
233,5,607.0
539,1,293.79
32,31,10195.97
23,2,739.22
11,1,471.40000000000003
35,11,5234.0
364,4,930.7
200,3,310.85
14,1,415.25
389,1,321.91
16,15,9371.71
379,2,544.6
212,3,192.55
65,5,1726.58
553,1,125.3
211,10,1543.97
282,1,162.3
114,4,2263.3
420,1,327.68
434,2,1767.12
14,8,1188.12
18,41,13043.32
65,1,449.12
48,1,154.88
457,2,208.62
618,1,156.87
15,4,775.96
77,1,34.8
18,4,1094.59
133,1,196.88
12,9,2499.81
39,3,609.81
234,3,44534.3
2,18,6452.991
460,11,1380.44
39,9,3924.91
304,1,79.2
50,9,3037.61
9,17,5993.12
60,4,528.01
65,6,2940.36
24,1,205.25
217,7,830.9300000000001
630,2,13916.34
442,1,143.05
64,2,583.75
31,2,1086.92
87,8,4503.08
666,1,370.63
63,3,831.0600000000001
115,34,15308.89
6,46,88612.52
612,1,321.45
603,3,1006.54
417,1,280.88
5,2,774.52
68,6,1288.34
244,2,150.5
132,1,241.62
240,7,1762.61
430,1,307.95
462,2,124.08000000000001
183,3,475.28000000000003
24,3,345.46
9,4,4014.1
10,1,246.3
467,2,848.33
32,16,5969.93
45,5,8501.62
25,3,933.26
508,1,221.83
357,6,1962.01
9,1,218.75
43,5,3608.34
399,2,933.84
14,8,2399.57
735,2,777.0
149,8,1979.8700000000001
0,17,5171.63
112,6,2821.08
492,3,1535.37
75,4,1421.34
106,7,1227.07
45,3,1063.95
142,1,451.42
50,4,1929.66
0,13,4206.39
22,30,10148.93
45,3,784.58
49,5,1817.52
305,21,17180.25
35,7,1274.44
78,8,2999.04
21,7,3486.15
106,12,5201.47
207,2,1303.9099999999999
16,6,2634.44
63,5,2100.6
541,2,144.14999999999998
420,3,2766.4
587,1,340.5
48,10,3934.79
319,1,206.98
43,2,570.96
2,6,1840.06
371,3,3882.17
452,2,890.94
171,1,532.94
55,4,2598.28
72,28,3603.14
374,1,1108.82
98,2,636.14
37,1,576.0
57,3,794.64
253,1,836.79
737,1,80.4
69,7,3764.39
43,4,954.09
49,1,137.37
64,2,777.01
10,34,73205.5
32,3,1048.49
58,2,355.56
72,9,2742.41
392,2,548.8
303,1,118.95
45,1,130.73999999999998
17,11,4426.28
384,1,107.01
37,5,822.57
621,1,137.99
18,6,1006.75
526,1,109.73
186,3,257.26
51,1,110.8
3,21,5578.28
136,6,1052.72
3,52,32275.95
18,2,570.48
15,13,3552.41
431,1,438.46
40,17,2361.3
11,12,4369.2
7,13,2512.29
25,5,355.1
21,7,2180.76
40,5,2241.42
100,1,211.89
4,31,8923.3
582,1,94.53
276,3,321.11
32,4,857.46
436,1,33.099999999999994
14,4,729.25
499,4,313.91999999999996
63,21,11284.76
645,1,108.52
408,2,1449.14
1,2,490.33
561,2,330.77
403,4,1137.8
368,1,329.03000000000003
311,5,501.39
198,8,1124.66
1,2,396.48
431,2,244.60000000000002
92,15,1951.82
59,4,1052.8700000000001
406,3,1027.15
80,3,429.16
156,8,1427.6
394,5,535.65
226,1,511.68
668,1,128.2
481,1,305.28000000000003
252,2,258.25
149,1,179.17
193,2,208.59
0,25,4996.45
368,1,56.25
23,4,886.57
16,7,687.72
379,1,145.01
9,12,8939.84
7,1,164.68
542,1,114.69
19,10,2530.19
3,3,882.72
490,2,758.62
173,1,191.94
0,15,2661.17
623,8,1700.24
177,9,1074.7
533,1,6.300000000000001
377,2,205.99
401,1,364.45
15,13,3145.2400000000002
247,5,530.17
190,3,582.88
19,2,525.69
153,9,569.14
172,4,775.26
372,1,369.5
372,1,127.08
730,1,102.82
193,1,207.15
541,1,134.44
646,1,106.54
655,1,293.53
643,1,594.0
66,1,426.63
427,1,239.9
3,8,2495.87
20,3,1107.46
417,2,2190.66
238,2,416.86
378,2,282.79
63,1,145.35
111,9,734.81
89,16,9060.39
310,1,35.8
636,1,405.0
133,1,337.44
649,2,271.28999999999996
276,4,2164.24
364,4,646.27
502,3,2304.18
82,1,1708.24
7,3,1509.09
16,2,364.72
31,10,7120.91
8,3,1013.1700000000001
33,4,781.91
14,18,3440.34
588,1,190.75
23,22,8085.9800000000005
550,2,617.6
31,3,921.25
73,4,462.12
681,3,542.89
373,4,410.95
378,1,451.28999999999996
448,1,289.48
19,2,470.76
662,1,269.21000000000004
16,13,2771.94
450,1,426.53
22,12,2966.0
387,1,404.55
2,5,1127.05
303,2,1017.3199999999999
17,18,5902.83
455,5,1769.33
366,3,680.62
38,7,3442.15
83,1,371.01
164,6,1694.41
16,2,1054.73
76,3,3279.42
602,1,329.21999999999997
88,7,6543.68
24,21,9362.77
604,1,324.51
21,8,3110.37
2,30,8393.02
122,7,2715.28
29,2,354.42
11,8,1535.99
18,3,738.89
375,2,368.31
43,7,1997.75
533,1,150.55
3,3,896.6
8,7,2777.67
54,3,1175.68
413,1,694.54
87,7,1386.4
36,16,8274.14
735,1,20.4
2,3,12393.7
380,1,583.39
624,1,169.21
29,10,5613.83
474,5,2146.39
11,10,2365.4900000000002
210,2,332.82
47,7,3053.06
23,15,5339.13
21,4,972.11
245,11,1694.86
7,29,5601.01
34,5,2978.59
3,84,56078.44
37,5,1100.28
3,3,704.55
2,11,2083.4
46,5,1545.58
38,4,698.13
46,27,17329.16
16,3,851.01
394,2,487.03
259,1,602.63
45,3,719.8100000000001
11,3,483.99
29,1,439.65999999999997
42,1,236.09
91,15,2048.36
595,1,82.2
38,107,117763.62
309,1,331.24
91,2,547.9
455,6,1965.72
5,27,10608.81
195,6,911.3199999999999
559,1,217.73
86,4,2556.84
269,5,1509.3400000000001
7,3,471.78
423,2,456.4
64,7,2416.9
30,3,3166.4
21,8,2245.32
37,8,1856.5900000000001
434,1,340.84000000000003
119,8,3434.93
561,1,235.78
681,1,107.14
372,4,818.7900000000001
39,6,1852.15
173,3,300.7
681,1,188.44
53,1,362.06
32,6,3634.84
144,4,2111.88
220,1,134.8
44,1,650.75
15,10,3854.85
405,1,62.7
65,12,3053.57
400,3,541.95
430,1,89.65
9,8,2863.45
259,1,335.32
724,1,109.31
364,8,1992.13
16,5,1521.04
562,3,3269.11
593,1,115.73
417,1,457.7
21,2,852.15
44,4,1076.8
287,4,4180.09
296,1,122.4
389,1,252.5
502,2,736.9300000000001
2,10,2234.73
625,1,2300.4
283,2,362.99
16,3,1352.0
81,4,602.5600000000001
55,8,4278.96
669,1,106.75
100,4,2351.42
298,1,436.18
22,12,2341.03
58,10,2687.73
388,5,1739.92
575,2,1437.43
385,2,263.49
623,1,180.56
154,2,315.06
114,6,1587.94
106,1,17.0
11,11,3695.56
455,1,447.05
263,4,1584.97
239,1,185.04999999999998
87,14,4010.7
49,7,1573.2
462,1,582.64
70,4,3229.16
41,3,1842.14
6,22,6191.71
61,9,2774.46
248,5,2386.19
65,1,108.38
17,7,3204.1600000000003
84,4,2235.92
218,3,939.48
44,4,1781.59
427,1,549.33
142,4,195.74
182,1,161.38
170,1,135.75000000000003
9,12,2553.8
211,1,612.78
189,3,654.4
652,1,4376.25
7,8,1720.81
58,6,2967.5099999999998
56,5,1450.04
72,6,895.62
51,1,307.78
316,4,1772.49
366,14,4292.35
28,15,14644.6
38,2,801.3100000000001
17,11,3801.05
406,3,1396.05
421,4,987.48
51,12,9957.42
543,2,664.1999999999999
3,56,22992.26
21,5,2145.34
262,2,819.4499999999999
59,4,946.8000000000001
679,1,422.7
378,3,910.35
18,5,1111.15
65,3,1433.46
87,2,955.94
249,1,535.34
2,12,4555.08
246,1,175.2
8,19,6805.4400000000005
156,4,946.38
133,5,2398.91
295,2,386.62
4,3,422.21999999999997
42,10,4002.17
268,1,1829.04
49,11,5133.49
381,5,796.9
8,20,6188.18
15,3,656.69
521,9,628.32
281,4,1232.79
64,2,1025.44
1,43,12580.06
251,1,37.4
231,6,2407.98
16,3,822.48
504,1,79.9
427,2,435.83
413,5,1386.12
10,66,10360.67
7,4,1822.97
50,20,6869.0
58,1,73.19999999999999
94,8,1884.55
15,6,1418.32
125,7,2246.75
93,7,1836.44
420,4,2052.69
49,8,2247.31
137,2,612.6
60,1,215.83
99,13,16249.87
72,1,305.54
71,9,9971.65
66,4,1077.81
63,6,1158.79
16,3,644.72
22,26,8718.43
31,15,6911.4400000000005
44,5,1087.66
15,2,215.48
39,8,2723.55
2,24,15677.82
735,1,351.3
236,2,630.43
374,1,308.6
722,1,323.25
488,1,93.3
468,9,2016.71
74,2,1030.0410000000002
391,7,942.75
3,12,5608.1
2,5,2112.12
360,9,2501.99
58,6,943.84
22,3,918.71
30,7,1820.11
54,13,2589.87
24,1,394.38
44,10,3440.4500000000003
88,9,4146.78
1,35,33750.97
88,3,1090.59
18,4,1293.71
78,1,159.0
170,4,2038.25
80,1,242.35
266,1,914.9300000000001
234,2,304.25
29,13,3968.67
500,1,40.8
36,9,2019.92
317,2,1272.05
374,2,1087.05
56,5,1616.54
44,15,2859.31
202,5,672.17
224,3,1027.22
384,3,885.71
86,6,2867.86
189,2,542.03
378,4,1074.47
43,7,2712.97
70,9,1818.31
475,3,333.18
40,9,2053.71
77,1,432.2
436,1,136.65
422,1,63.66
56,6,1492.2
23,2,3718.8
9,16,3992.86
7,14,7404.650000000001
33,2,409.1
211,2,1522.75
23,3,1413.66
459,2,821.35
169,1,114.56
61,1,152.94
52,5,1800.07
260,3,565.24
511,1,128.31
382,1,295.09000000000003
66,7,7272.2
377,3,967.44
16,15,4530.0
266,3,1629.37
176,1,46.95
44,15,11942.52
409,3,340.94
50,1,1035.45
16,6,1041.16
377,1,755.15
422,1,348.16
437,2,823.53
8,12,6935.17
73,14,1757.95
590,1,186.66
70,2,667.65
437,1,717.57
352,1,1141.24
2,10,3397.82
116,1,411.7
647,2,318.34000000000003
372,1,351.75
196,3,2151.11
176,3,2629.3900000000003
733,1,188.69
99,3,1117.84
20,9,5698.28
724,1,238.05
71,3,3424.02
339,3,1307.5800000000002
5,8,4350.32
30,3,1018.48
645,1,176.9
476,2,328.95
169,5,1006.98
469,1,129.85
461,1,136.31
464,4,1957.7
681,1,117.72
121,5,1253.76
21,15,4279.2
476,1,126.05000000000001
9,4,1328.55
625,4,1313.67
268,1,301.9
22,7,1085.7
476,1,193.65
429,3,1367.32
736,1,107.33
126,1,233.22
25,7,7928.27
694,1,381.66
138,1,361.21999999999997
213,7,1124.72
428,3,1194.92
37,7,5120.0
105,2,706.57
413,2,460.08
17,2,616.26
431,1,171.15
2,2,274.15
389,3,1491.4
330,2,402.71
63,13,5744.91
119,5,2192.51
34,1,328.15
217,1,404.40000000000003
171,6,5628.99
71,7,604.5500000000001
0,2,326.75
195,2,353.66
127,3,408.59000000000003
46,12,3597.5
5,24,4721.25
13,16,10159.64
562,1,310.83
427,4,1664.92
17,7,625.38
431,6,2037.7
27,11,2000.01
7,22,26626.8
491,1,263.73
551,7,2753.52
420,4,3517.69
36,1,151.05
156,1,214.8
283,1,94.05
106,3,1496.24
24,7,3850.79
74,4,322.41
15,3,614.12
157,4,842.42
43,2,1178.79
384,1,224.51
10,11,3442.96
31,8,1744.42
290,1,53.5
20,9,2253.89
332,13,3330.0299999999997
17,2,494.44
3,38,9795.460000000001
62,5,1119.46
374,1,416.35
197,6,415.87
32,4,868.37
0,5,2919.65
6,16,2697.75
4,6,3450.41
9,4,891.21
31,6,922.16
52,1,109.36000000000001
11,2,705.79
17,15,3167.34
18,4,1548.1299999999999
36,3,1350.48
1,3,621.44
17,7,2656.56
81,4,1301.91
448,1,157.2
32,5,1290.31
381,2,309.49
65,5,1723.4
469,2,104.0
8,2,974.96
266,2,1308.48
246,3,362.95
3,4,2157.4
60,1,1743.1499999999999
395,2,247.85
407,2,353.1
74,7,2896.69
89,4,1358.95
59,5,881.35
28,3,1068.16
322,5,882.46
653,1,186.05
52,4,1382.07
536,3,467.5
400,4,1052.26
269,3,756.7
1,23,5297.77
56,5,1555.34
60,14,3518.41
475,1,137.8
627,1,123.13
153,2,1705.8
18,3,630.22
94,9,3059.85
0,23,6849.15
264,2,293.45
311,1,177.5
69,1,443.05
301,2,167.25
18,3,528.36
12,14,2761.65
590,1,231.93
35,12,5652.74
733,1,130.32
18,4,756.39
53,5,593.19
56,2,522.03
21,5,551.21
43,3,696.76
26,9,2957.88
492,1,35.7
44,5,1028.74
112,8,1463.7
395,1,75.0
375,3,526.27
16,109,61920.87
24,1,346.12
190,2,443.06
301,1,302.7
1,10,1863.76
262,2,241.06
413,3,638.49
105,1,284.55
56,7,1117.94
212,3,623.28
63,1,287.40000000000003
27,2,384.52
28,12,2673.69
511,3,1003.0699999999999
667,3,319.14
380,2,301.25
5,5,798.35
721,1,310.70000000000005
7,6,3856.9700000000003
66,5,1019.13
1,5,891.98
520,1,162.24
45,17,3625.88
33,4,583.16
0,2,168472.5
135,3,727.1
197,2,361.12
197,2,707.69
149,3,1505.73
87,3,1013.15
630,2,332.17
530,2,251.71
44,4,30.950000000000003
63,11,3995.57
98,13,6000.94
217,1,208.36
2,30,5690.89
729,1,71.78999999999999
27,3,811.23
177,3,1545.83
73,3,136.0
20,4,1422.4
19,3,1298.66
420,2,746.24
33,15,3767.09
508,7,2869.16
73,3,787.52
23,5,803.9
51,11,2416.85
274,4,1189.98
433,2,789.6
164,4,470.83
6,7,1810.65
87,4,544.3
431,1,350.35
63,11,4094.37
24,3,331.0
9,2,300.83
75,1,769.29
681,1,453.38
15,1,220.62
191,1,139.35
173,2,404.3
76,5,2287.19
537,1,134.36
576,2,209.4
32,3,498.8
379,2,303.7
435,1,205.41000000000003
46,2,1533.16
540,1,385.56
79,7,2132.09
296,1,826.53
2,3,648.26
8,6,2330.77
49,23,6695.28
160,2,100.97
359,8,2578.34
4,9,843.9100000000001
382,1,1191.23
619,2,258.55
106,11,3614.34
24,1,465.88
31,1,777.6
19,2,90.30000000000001
571,1,142.71
629,1,240.95
296,1,363.70000000000005
371,6,1777.5
21,6,1760.49
4,4,874.59
51,10,3179.06
29,1,101.69999999999999
276,1,162.7
60,4,959.37
24,4,439.06
185,6,2148.38
414,3,1140.11
435,2,433.36
1,28,11916.33
445,2,306.19
1,48,24151.3
171,2,717.21
80,2,1232.94
3,1,244.41
189,4,1986.8
667,1,48.35
21,11,2298.33
17,5,8756.64
18,3,1082.81
641,1,635.9
4,3,972.04
109,1,548.12
640,1,23.35
540,3,395.07
2,10,3289.66
413,1,205.75
734,1,424.03
53,2,257.32
591,1,292.21
519,4,376.70000000000005
164,2,689.8199999999999
290,5,5307.07
545,1,104.25999999999999
598,1,30.15
9,34,12781.8
108,18,8813.58
95,7,2237.12
242,2,379.73
162,33,16584.01
41,8,2841.72
34,6,1915.68
66,17,8012.58
23,2,281.85
0,38,13304.11
396,1,175.0
26,8,3048.38
5,2,511.12
476,1,223.86
53,6,4412.56
568,1,87.8
363,4,773.05
14,5,614.66
193,2,865.6
427,2,1020.9
2,5,1455.23
14,20,7434.31
26,10,4248.74
126,3,1009.6
84,2,663.61
70,3,1301.78
419,2,540.87
666,1,380.0
625,1,156.6
425,1,295.05
182,1,105.84
112,1,313.62
373,2,297.95
79,5,3156.17
593,2,341.59
248,3,1462.78
231,1,225.15
385,4,1361.28
70,4,612.36
400,2,605.9
68,1,213.5
3,28,7807.91
50,8,1071.14
74,1,181.09
60,5,1757.75
15,4,458.98
3,1,90.04
285,1,145.05
385,1,172.8
3,13,2153.41
40,3,677.0
35,2,763.33
74,2,482.47
562,2,432.45
723,1,60.48
403,2,357.66
17,25,5706.87
453,2,1286.6200000000001
14,7,5493.46
218,1,75.66
185,6,1785.13
32,9,3245.4300000000003
69,1,618.59
182,3,1179.79
625,1,291.5
14,2,500.42
235,1,151.85
30,5,2647.59
263,4,1938.33
3,6,1758.93
51,4,813.48
543,1,225.4
245,4,1015.24
80,2,810.57
274,5,1654.03
0,17,4413.1
78,1,322.8
29,7,2318.1
73,2,408.63
406,1,106.80000000000001
481,7,1892.52
485,2,406.4
16,6,2883.1
222,6,1649.81
406,1,473.0
437,4,3802.04
31,4,1154.47
22,15,2380.13
30,4,1747.98
397,1,179.4
105,2,554.5
4,3,1077.45
245,2,923.11
177,2,833.78
735,1,160.39
448,1,678.8
169,4,541.9
42,3,672.8
519,1,306.58
71,7,1916.11
586,1,136.2
58,16,17550.39
15,2,1212.66
140,8,1484.07
17,13,6423.26
21,30,16833.170000000002
9,4,874.43
367,6,690.83
188,1,39.12
15,7,1879.55
539,4,932.76
393,1,151.05
728,1,165.0
568,1,109.2
361,1,135.4
18,2,217.71
67,2,567.18
14,13,862.42
23,3,1348.88
16,20,8030.150000000001
27,3,1692.27
1,20,8134.9400000000005
678,1,171.13
54,2,304.24
441,2,608.86
33,6,2361.9
410,2,880.62
2,12,3109.99
365,3,663.31
42,3,821.45
72,7,1921.8400000000001
4,5,1028.0
533,1,320.25
3,55,147142.77
60,2,324.24
46,16,4881.07
390,1,157.63
0,4,1260.86
75,2,422.6
71,4,353.03000000000003
417,2,178.83
255,4,1914.6999999999998
68,5,1179.48
722,1,98.30000000000001
561,2,191.9
134,4,657.9
240,1,112.75
226,2,1998.0
379,7,994.6
8,25,8830.77
8,26,9916.73
414,4,1110.83
617,2,664.16
0,42,43515.051
36,3,531.35
399,4,533.41
45,1,656.63
84,14,9056.01
18,22,5921.35
2,9,2868.48
8,13,4232.87
18,32,14115.56
218,4,1497.33
77,2,625.52
266,3,2149.6800000000003
23,14,6663.68
368,5,3006.08
14,14,3513.62
25,3,758.74
261,1,292.47
16,22,8189.56
90,4,1231.36
404,1,147.35
301,14,1688.26
25,7,2063.88
363,4,1377.77
45,4,1048.28
37,21,7205.33
51,3,743.11
647,1,170.3
31,4,4387.64
529,1,259.68
51,3,646.76
78,14,6217.41
505,5,2956.56
52,2,835.2
297,1,3.75
176,2,786.43
394,1,226.91
624,1,173.06
46,14,2799.87
28,14,4212.15
10,7,1291.91
86,17,7180.7
4,42,18046.75
37,2,836.0600000000001
17,14,3637.33
590,2,4157.88
44,5,623.93
30,1,1764.72
372,1,207.5
57,1,223.92000000000002
371,29,65500.07
113,7,2864.68
214,7,1312.3700000000001
318,2,270.48
64,1,369.34000000000003
7,3,789.79
429,1,228.0
96,1,316.62
19,3,1207.24
198,2,964.6999999999999
3,13,2790.9500000000003
293,2,454.75
272,2,1145.6
30,15,8056.76
47,9,1698.57
259,4,1117.05
57,9,1778.93
32,10,3949.6
422,3,3698.05
56,3,421.24
67,8,1567.48
9,16,2820.84
59,2,592.51
79,5,1292.18
73,2,245.94
1,53,32809.03
99,3,596.4
371,2,623.0
9,38,9636.12
436,1,391.95
19,5,892.33
409,1,533.78
393,1,51.84
397,4,1017.53
122,5,1928.93
7,1,80.8
3,6,1545.62
28,15,3957.63
281,5,623.46
56,1,243.84
0,15,2052.7
364,3,2062.41
88,1,305.62
392,5,1802.02
553,3,841.16
431,2,452.78000000000003
10,1,1162.65
162,4,1594.23
678,2,582.61
64,1,332.3
22,3,536.99
173,5,1091.34
102,4,762.16
142,6,2123.88
98,2,288.42
22,9,1727.43
191,2,842.04
4,2,547.07
360,4,2392.0
7,10,1652.18
13,36,11924.85
453,2,406.02
102,4,417.06
2,13,2560.7
10,11,3349.57
464,2,182.59
95,1,497.61
381,1,113.35
685,1,181.39
226,7,2243.09
15,3,686.24
38,5,1826.8899999999999
50,1,341.7
392,5,392.13
92,2,128.5
156,2,513.32
38,4,1207.5
564,1,91.8
183,5,417.61
0,6,2409.04
227,2,898.9599999999999
127,6,1456.66
39,4,782.37
30,11,3170.98
196,4,1159.61
8,44,21758.25
602,2,139.85
36,12,4006.06
100,3,1264.19
42,35,19571.43
562,2,614.34
617,1,253.88
49,3,842.41
42,2,614.89
52,4,1411.62
186,1,124.57
333,1,332.41
3,3,342.45
9,2,144.91
416,2,1408.96
23,2,328.4
14,3,358.49
442,1,352.8
368,10,4292.59
144,7,1932.41
452,3,1610.62
59,5,946.59
546,4,662.33
30,3,834.27
433,2,409.25
401,1,130.95
140,3,207.74
689,1,76.74000000000001
393,3,384.56
22,4,817.12
468,1,450.15999999999997
21,6,2812.34
76,6,1213.13
4,12,14617.39
378,1,209.89000000000001
66,11,4234.53
403,1,136.01
11,6,846.62
83,1,13.3
30,8,1813.21
66,1,432.0
66,3,705.12
186,19,2246.06
37,4,1070.97
14,4,684.6
455,1,134.0
34,3,658.17
400,3,434.2
194,6,2526.65
476,3,285.41
1,11,1727.94
0,7,754.75
366,2,249.89000000000001
501,3,1306.96
64,5,1102.9
554,1,103.95
298,2,289.78
25,5,885.21
7,8,1695.77
16,3,887.11
728,1,204.26
115,1,1706.88
28,3,1041.75
3,21,4675.36
4,17,4706.77
81,7,1410.92
28,9,1470.89
721,1,252.59
71,1,379.14
3,8,1508.96
635,2,255.25
28,15,4460.51
289,3,423.91
35,1,183.76
8,11,1543.18
23,4,902.02
276,2,1851.88
49,16,3206.54
155,24,4909.66
410,1,355.45
60,3,409.21
572,1,611.08
11,32,13157.130000000001
20,3,829.89
539,1,125.65
370,5,1169.6100000000001
115,3,543.05
79,29,3897.5299999999997
3,7,1295.39
25,3,378.89
4,23,5032.22
52,3,412.55
0,9,3099.3
54,6,2083.14
381,3,530.86
25,2,548.29
498,1,196.25
8,9,6995.360000000001
488,3,433.84999999999997
51,8,6427.66
611,1,33.0
12,9,1904.99
211,5,1299.49
609,1,101.36
21,33,8548.16
382,5,1222.04
235,5,955.21
138,7,868.77
3,6,1286.27
56,10,3541.77
134,3,1277.75
108,5,795.83
29,1,20.8
0,20,6081.88
184,6,1120.31
17,1,308.74
238,2,416.64
434,1,778.49
86,1,117.35000000000001
38,8,1990.88
115,3,794.56
409,1,251.04
186,1,110.55000000000001
732,2,207.85
226,1,201.19
7,7,2154.97
188,1,319.02
3,2,439.43
38,3,650.41
625,1,71.4
37,1,357.21
382,2,749.0
385,1,127.0
522,2,365.5
422,3,926.12
266,1,251.51999999999998
394,4,496.0
77,3,768.88
3,9,2859.74
254,3,1422.83
60,1,384.06
12,11,3490.53
87,9,10350.53
16,23,10923.16
29,11,4888.75
2,11,2521.4
4,2,382.67
6,6,1133.25
218,2,344.0
420,1,1041.21
10,13,5476.5
463,2,1950.9499999999998
29,9,2123.61
287,3,702.0
149,5,402.0
22,2,484.82
395,2,406.3
0,19,6640.8
85,7,2571.55
401,4,828.21
45,4,2324.36
470,2,622.36
4,8,1635.27
50,7,1120.1
428,1,81.36
550,1,242.06
17,1,195.36
29,3,671.7
724,1,360.61
7,3,583.4300000000001
28,3,1838.61
576,1,552.4
2,29,12576.99
40,6,2287.7
10,11,3602.29
541,2,935.62
441,6,1182.22
30,2,260.0
416,3,800.1800000000001
44,3,95.85
60,5,1349.67
184,3,175.83
78,9,1310.63
580,3,1593.83
110,7,2137.3
63,1,146.87
11,6,2773.85
547,8,2984.32
85,4,1332.79
15,5,1276.42
245,4,613.59
382,1,176.89999999999998
87,1,1267.32
29,2,743.17
603,1,1954.99
137,2,463.25
26,6,1655.2
2,5,1036.58
31,8,2593.65
24,12,11962.300000000001
112,5,827.6800000000001
156,5,1906.07
84,6,2289.23
117,7,2071.68
2,19,9942.53
95,11,4648.59
193,4,706.49
27,1,399.09
130,1,498.48
27,5,1356.33
445,1,232.85000000000002
737,1,128.60000000000002
595,1,294.74
81,3,1179.89
29,9,4864.57
265,1,234.24
73,11,5232.2300000000005
313,6,889.75
20,13,3638.53
58,3,855.45
637,2,194.7
725,1,228.34
724,3,454.54
11,47,8987.68
27,14,5517.2300000000005
113,2,437.42
27,13,3793.71
624,1,273.35
17,4,1446.09
562,1,203.05
17,10,2236.63
35,6,1242.75
577,1,306.0
35,2,378.2
77,1,118.80000000000001
21,7,957.53
24,6,949.39
32,6,4732.03
108,9,4049.79
34,3,5001.21
122,28,7847.67
6,6,2050.08
737,1,221.53
27,4,1991.01
385,1,128.45
3,13,3080.1800000000003
2,19,7495.75
49,11,5511.41
592,1,235.88
321,2,402.20000000000005
22,7,2572.25
14,11,3697.9300000000003
1,9,1143.36
381,3,591.07
532,1,582.17
17,2,971.74
9,7,2507.05
261,1,25.5
721,1,424.3
423,1,474.03000000000003
158,2,665.78
388,1,481.58000000000004
32,10,16052.72
663,1,174.95
28,8,1291.71
164,3,499.9
46,2,459.58
502,1,197.57
573,6,2305.59
5,8,801.12
7,7,2761.4900000000002
647,1,389.78
287,1,116.19999999999999
317,1,157.02
2,2,606.91
232,1,307.46
402,1,314.74
118,4,570.5
161,3,977.17
184,1,294.24
49,1,230.5
151,9,2016.43
428,5,1155.0300000000002
334,1,157.09
519,1,31.85
4,5,2463.17
451,2,1220.91
15,12,14622.33
106,3,625.3
15,10,1722.18
